Id,SalePrice
1461,120354.8755
1462,160037.5708
1463,165657.8538
1464,189186.1363
1465,230710.3934
1466,174702.5555
1467,159684.9423
1468,167864.0504
1469,195602.1156
1470,114763.8039
1471,193590.8345
1472,98351.69447
1473,96026.41634
1474,159334.9811
1475,122639.4171
1476,377838.7625
1477,267295.04
1478,323350.8664
1479,310267.9253
1480,452124.7529
1481,302952.7157
1482,231362.225
1483,181654.2854
1484,168286.1193
1485,180691.4653
1486,206212.7902
1487,339592.0199
1488,252264.1997
1489,193786.2825
1490,193644.0926
1491,198342.9751
1492,113748.2816
1493,168109.181
1494,312446.9372
1495,309128.0346
1496,208963.0425
1497,207425.7363
1498,176941.2411
1499,176941.2411
1500,166591.055
1501,180203.6512
1502,168843.2687
1503,243679.1477
1504,232611.8229
1505,210581.9413
1506,191743.3785
1507,228430.6318
1508,189185.9328
1509,165672.1375
1510,143898.3316
1511,142770.2497
1512,170880.7254
1513,165388.5172
1514,149188.8677
1515,175714.5128
1516,157640.4082
1517,148698.1821
1518,163916.6103
1519,205989.5793
1520,129463.6033
1521,132982.8496
1522,167449.3455
1523,122962.4081
1524,115238.1952
1525,118897.4482
1526,119863.6269
1527,109932.1386
1528,136041.5654
1529,139247.4353
1530,163128.5397
1531,111505.8592
1532,91626.6882
1533,141523.1849
1534,113344.9243
1535,135491.8362
1536,110731.5024
1537,80798.0962
1538,152163.9458
1539,174680.2034
1540,117657.9647
1541,133188.7031
1542,141916.2607
1543,185176.0773
1544,98036.95846
1545,125360.3996
1546,137651.9168
1547,140269.2914
1548,141559.5026
1549,120638.7809
1550,141753.9932
1551,113718.9627
1552,127619.5113
1553,122961.8715
1554,116413.1184
1555,179038.9301
1556,179038.9301
1557,107492.4448
1558,114139.0853
1559,116720.5344
1560,139132.7584
1561,130393.9416
1562,125329.2693
1563,114628.3586
1564,156000.7023
1565,146284.6988
1566,216106.6763
1567,98629.33266
1568,230884.5559
1569,106999.6343
1570,127193.9881
1571,115111.156
1572,119564.3323
1573,190717.1467
1574,134097.9825
1575,194733.782
1576,216113.7436
1577,193211.5372
1578,140540.1403
1579,136534.6136
1580,194482.5712
1581,127317.7575
1582,125643.0198
1583,280952.2875
1584,227348.108
1585,145866.1615
1586,70820.77238
1587,103611.0838
1588,122903.3846
1589,103816.396
1590,127144.0708
1591,93884.22219
1592,117989.5453
1593,120120.4039
1594,134568.4656
1595,126617.0896
1596,221538.5792
1597,200116.1071
1598,225521.2031
1599,158661.521
1600,169672.5387
1601,57107.47557
1602,105373.1029
1603,73233.29427
1604,272250.8468
1605,244361.1784
1606,170414.3407
1607,208503.7713
1608,222596.7245
1609,200806.9597
1610,159919.8155
1611,143342.5923
1612,177365.6996
1613,160873.405
1614,100911.2841
1615,89150.51729
1616,89150.51729
1617,95818.24694
1618,116022.8706
1619,130403.6796
1620,191481.8499
1621,144047.5649
1622,140498.9042
1623,235866.1505
1624,196229.1088
1625,124740.2138
1626,169657.7145
1627,177420.8427
1628,263434.9289
1629,180187.3096
1630,329101.7401
1631,235771.6081
1632,267439.4146
1633,168053.2287
1634,176121.9484
1635,179350.668
1636,171280.7688
1637,175798.9031
1638,212297.1623
1639,180711.2362
1640,236050.517
1641,177217.6489
1642,237555.0416
1643,235501.4164
1644,230896.4196
1645,168316.1358
1646,150695.2417
1647,167110.7929
1648,141510.7265
1649,126706.9524
1650,114232.1324
1651,114400.8173
1652,98642.37785
1653,98741.55166
1654,152166.0484
1655,144758.6356
1656,149686.6782
1657,152615.7828
1658,148016.9407
1659,123291.0904
1660,134663.9681
1661,406872.8452
1662,376079.2636
1663,378875.1447
1664,468557.4672
1665,347208.0526
1666,287749.2411
1667,337503.182
1668,351171.4708
1669,305241.7411
1670,354184.2977
1671,246011.4083
1672,400481.154
1673,292938.6448
1674,271439.0034
1675,198757.1552
1676,197754.0915
1677,214282.1555
1678,458252.3896
1679,342934.7806
1680,341891.6555
1681,295508.0945
1682,274298.3217
1683,216724.6855
1684,190742.6031
1685,179158.5523
1686,172656.9989
1687,180691.4653
1688,202119.8346
1689,200021.0564
1690,192934.9764
1691,184018.5157
1692,248320.9737
1693,180691.4653
1694,170520.5326
1695,172708.3234
1696,249075.816
1697,172886.9153
1698,339360.0319
1699,323664.9202
1700,260315.6018
1701,289217.5988
1702,264081.4329
1703,253390.194
1704,260706.8265
1705,220582.2001
1706,390181.008
1707,206930.8307
1708,206480.4002
1709,269297.4649
1710,225069.9572
1711,244691.9993
1712,252489.4189
1713,257296.7905
1714,215078.5113
1715,206213.7689
1716,185836.4694
1717,177989.6932
1718,147889.9382
1719,204740.9217
1720,237310.4797
1721,177070.4693
1722,134890.9344
1723,154741.4983
1724,215957.2842
1725,217442.7296
1726,184505.7695
1727,175518.335
1728,189029.8972
1729,157376.8838
1730,165951.6337
1731,127180.9994
1732,123680.1132
1733,115342.1101
1734,123793.4379
1735,123362.351
1736,116276.0258
1737,319953.4956
1738,239090.4694
1739,281538.1143
1740,212155.8884
1741,180101.7187
1742,180203.6512
1743,190828.5051
1744,311665.5482
1745,256080.8143
1746,256416.9554
1747,215704.081
1748,213768.5982
1749,150913.7609
1750,147028.0338
1751,221705.8622
1752,114423.7319
1753,161886.0618
1754,203652.4817
1755,161126.083
1756,112313.1403
1757,113034.1885
1758,144189.7274
1759,159447.4053
1760,159364.7528
1761,147358.1237
1762,169077.121
1763,177206.9405
1764,118491.0362
1765,180664.0655
1766,167582.0037
1767,187463.7551
1768,127328.0079
1769,170527.7676
1770,136587.866
1771,132069.2868
1772,151640.7106
1773,122543.58
1774,175969.071
1775,133213.4147
1776,127824.8688
1777,100025.7873
1778,127406.0179
1779,121703.5152
1780,165831.4713
1781,130015.9171
1782,83507.41435
1783,131919.1041
1784,86714.33074
1785,122987.1821
1786,150981.2505
1787,153611.4926
1788,57927.31605
1789,105793.9605
1790,71426.88093
1791,219905.4432
1792,154721.4531
1793,128510.3907
1794,141961.9407
1795,136577.2249
1796,127840.3433
1797,146657.0818
1798,123324.3181
1799,102603.6646
1800,123614.1342
1801,127380.7054
1802,158014.1792
1803,170356.4235
1804,138149.3976
1805,133481.8246
1806,131646.7306
1807,143537.4406
1808,116756.2876
1809,101625.8555
1810,126178.6144
1811,88491.96687
1812,105356.3774
1813,115891.8064
1814,91240.53156
1815,62737.70204
1816,88479.84551
1817,120897.812
1818,160079.8008
1819,134681.9686
1820,77174.76283
1821,112952.6515
1822,147473.0719
1823,62654.11141
1824,148127.9254
1825,130047.8871
1826,113823.4385
1827,112477.3214
1828,136401.7885
1829,150776.6882
1830,144458.7206
1831,143771.393
1832,126094.4847
1833,127655.6844
1834,127370.8311
1835,134895.3645
1836,127534.5641
1837,82464.2192
1838,111302.8939
1839,86925.64561
1840,117535.2778
1841,121392.0115
1842,106159.666
1843,131037.7394
1844,137702.2934
1845,146425.0429
1846,147930.2909
1847,181408.1643
1848,65312.80722
1849,111883.2147
1850,114536.3687
1851,145946.1763
1852,113985.2891
1853,123502.6674
1854,167277.2812
1855,161886.93
1856,208681.5983
1857,133995.3145
1858,165137.5537
1859,139729.876
1860,156336.9602
1861,138987.4005
1862,259742.6873
1863,259742.6873
1864,259742.6873
1865,325169.455
1866,322671.5096
1867,243513.7468
1868,252505.5644
1869,198410.9582
1870,222830.7541
1871,243431.8512
1872,176634.9504
1873,247515.1317
1874,131733.2859
1875,195511.1353
1876,184576.4222
1877,206506.0695
1878,210582.4431
1879,122100.8843
1880,129034.9538
1881,242449.6931
1882,249597.7088
1883,208042.6212
1884,217260.0449
1885,224373.0137
1886,249758.8783
1887,201905.17
1888,251250.7921
1889,174373.5967
1890,111694.7258
1891,133690.4635
1892,96745.46276
1893,122739.887
1894,133616.6814
1895,132500.3076
1896,115579.7619
1897,122701.3644
1898,126472.2401
1899,170988.001
1900,160866.8507
1901,171302.2534
1902,161170.041
1903,234276.6255
1904,150734.7547
1905,203190.9307
1906,157488.2007
1907,214013.7595
1908,120960.2465
1909,138845.6544
1910,130053.6733
1911,210746.4559
1912,306377.0703
1913,136099.4395
1914,66723.16183
1915,311110.8247
1916,56157.86223
1917,249936.4397
1918,129291.3645
1919,156610.6886
1920,172967.2996
1921,375138.0461
1922,333376.5932
1923,214322.8614
1924,222057.596
1925,232306.3955
1926,368794.1155
