Id,SalePrice
1461,119170.8169
1462,158520.691
1463,195560.7462
1464,204027.5438
1465,191330.014
1466,177710.9748
1467,185115.6298
1468,165828.5857
1469,183926.8315
1470,125245.372
1471,183594.0808
1472,96742.66271
1473,99762.01421
1474,152941.8575
1475,104775.8506
1476,353189.7301
1477,253847.9437
1478,263417.1313
1479,290963.5826
1480,502773.8207
1481,316785.7305
1482,202879.2968
1483,181688.8194
1484,155979.547
1485,183467.8935
1486,191794.1494
1487,323755.8086
1488,232428.058
1489,196863.6583
1490,251007.9882
1491,188115.2481
1492,93413.43879
1493,163535.3621
1494,275761.3606
1495,286400.714
1496,236753.5264
1497,193363.197
1498,181354.0043
1499,162693.9048
1500,166822.8392
1501,193510.6387
1502,149912.3179
1503,261909.593
1504,236928.5084
1505,234879.3549
1506,193537.5455
1507,268621.8545
1508,201274.2436
1509,161917.3374
1510,150297.5421
1511,178041.3911
1512,188811.7746
1513,146420.7756
1514,168717.9039
1515,205632.9228
1516,145463.0981
1517,173892.4302
1518,131891.665
1519,209046.0687
1520,132094.0715
1521,135219.4321
1522,178290.5256
1523,123353.2318
1524,123220.3176
1525,122982.3683
1526,111665.878
1527,117637.5841
1528,138767.8095
1529,154469.0455
1530,196031.7829
1531,118789.177
1532,97818.25575
1533,159539.0442
1534,125586.5668
1535,150626.5782
1536,104074.7534
1537,65665.67137
1538,128801.6938
1539,181876.6355
1540,78366.10321
1541,127074.3809
1542,148766.2629
1543,200821.9042
1544,89683.20539
1545,116070.2697
1546,127754.5887
1547,129884.4069
1548,141805.6138
1549,127717.4149
1550,140743.7817
1551,103408.5242
1552,144178.5041
1553,140928.9839
1554,119640.6722
1555,168339.9415
1556,168339.9415
1557,124933.6401
1558,99232.33576
1559,63561.56097
1560,128110.9092
1561,134485.4019
1562,124813.2938
1563,114126.5425
1564,182786.2369
1565,148260.9518
1566,237979.2511
1567,81383.60753
1568,251147.2308
1569,139244.4261
1570,125375.4386
1571,123770.4971
1572,146312.9285
1573,213287.0672
1574,116522.7169
1575,229798.7328
1576,273798.9633
1577,170876.7499
1578,149619.2361
1579,173834.6321
1580,191626.0593
1581,152629.1242
1582,129427.8373
1583,292398.6005
1584,227463.651
1585,138974.9133
1586,80398.60782
1587,103542.6572
1588,151378.2082
1589,99279.12865
1590,131174.1537
1591,94561.60784
1592,120045.3383
1593,122282.4461
1594,143732.4462
1595,117299.6702
1596,229467.5581
1597,194557.4939
1598,232005.3314
1599,139648.7852
1600,134491.7198
1601,71265.90022
1602,108481.4437
1603,55695.34714
1604,240458.0872
1605,222577.7246
1606,171808.1141
1607,196027.7172
1608,215342.21
1609,184178.6396
1610,169853.8198
1611,143477.4929
