Id,SalePrice
1461,136291.9997
1462,160195.2957
1463,142200.9599
1464,179849.1884
1465,251855.7506
1466,170891.5348
1467,183347.6152
1468,173381.5538
1469,205965.7656
1470,114652.0152
1471,216733.5788
1472,160353.4293
1473,131896.8299
1474,168271.1707
1475,204575.495
1476,321629.3876
1477,264552.4751
1478,317928.7858
1479,261508.5886
1480,316094.4825
1481,259248.6792
1482,262266.261
1483,176928.6515
1484,215724.0326
1485,214479.4039
1486,214479.4039
1487,256265.817
1488,261508.5886
1489,217604.5312
1490,176928.6515
1491,214479.4039
1492,113803.2027
1493,169405.1609
1494,255024.3965
1495,251855.7506
1496,214479.4039
1497,214479.4039
1498,214479.4039
1499,236972.949
1500,176928.6515
1501,174387.6908
1502,213859.785
1503,265318.9667
1504,257752.9332
1505,213241.9561
1506,164421.2598
1507,170891.5348
1508,167790.9853
1509,166335.0771
1510,130002.5937
1511,130002.5937
1512,135242.7761
1513,157138.6347
1514,124128.2331
1515,134329.8862
1516,156077.9476
1517,176405.7295
1518,140459.4958
1519,213859.785
1520,135021.9694
1521,127396.2781
1522,154881.8883
1523,103882.7508
1524,134329.8862
1525,130628.0547
1526,127028.2375
1527,100721.4045
1528,177477.7682
1529,135898.2598
1530,172875.236
1531,88344.848
1532,103122.5568
1533,144445.0572
1534,156828.8609
1535,132784.3141
1536,118048.3921
1537,53365.31186
1538,223449.3898
1539,217077.3404
1540,95679.18285
1541,149734.7144
1542,128752.04
1543,182039.8182
1544,102188.9916
1545,161278.8997
1546,152066.4238
1547,129002.3048
1548,161432.3873
1549,128253.4798
1550,117143.7616
1551,139562.1925
1552,92263.14391
1553,127072.453
1554,154424.1267
1555,127396.2781
1556,97759.17294
1557,91065.64264
1558,146597.8973
1559,65575.58028
1560,122640.9318
1561,107631.7479
1562,148255.5288
1563,130757.0016
1564,134595.2192
1565,144470.1529
1566,213438.1946
1567,92087.41349
1568,163633.9932
1569,80181.2135
1570,172088.2837
1571,104988.2798
1572,135109.4055
1573,217604.5312
1574,111998.3229
1575,211328.1562
1576,183878.8308
1577,218234.9998
1578,145742.3581
1579,141790.1493
1580,210179.482
1581,158758.7383
1582,137213.3657
1583,259999.804
1584,210179.482
1585,175907.8543
1586,78666.18643
1587,130250.6776
1588,135634.6168
1589,94640.12787
1590,168271.1707
1591,87992.24169
1592,119422.4423
1593,151627.1125
1594,110068.0509
1595,88643.49338
1596,190088.8504
1597,142365.5637
1598,216135.6988
1599,258993.0194
1600,249679.2592
1601,62746.89682
1602,138756.9826
1603,93965.09101
1604,260753.105
1605,256265.817
1606,175561.0801
1607,179891.8241
1608,216975.884
1609,217604.5312
1610,145952.232
1611,129627.0235
1612,145110.1546
1613,143026.1552
1614,137610.9159
1615,98024.17196
1616,87824.6459
1617,112863.2423
1618,141920.6334
1619,148782.8984
1620,126865.2241
1621,139753.8302
1622,131135.8457
1623,259752.5999
1624,170891.5348
1625,153543.4274
1626,161751.254
1627,172880.6643
1628,259999.804
1629,209572.2853
1630,260753.105
1631,256265.817
1632,254051.2147
1633,210788.4379
1634,173381.5538
1635,171386.6612
1636,170891.5348
1637,139212.6683
1638,206358.8101
1639,169738.0156
1640,215298.7671
1641,163633.9932
1642,213859.785
1643,257752.9332
1644,286437.4057
1645,147219.8967
1646,167785.0447
1647,197218.667
1648,131515.7874
1649,141920.6334
1650,112212.0732
1651,116735.1501
1652,161283.9638
1653,171054.8559
1654,162689.9001
1655,202228.8511
1656,163161.2638
1657,163633.9932
1658,163633.9932
1659,205168.2145
1660,139882.4403
1661,319773.7335
1662,321629.3876
1663,320700.2184
1664,388764.5732
1665,320700.2184
1666,260753.105
1667,263026.1287
1668,320700.2184
1669,318849.9252
1670,320700.2184
1671,213859.785
1672,316094.4825
1673,259999.804
1674,262266.261
1675,176928.6515
1676,176928.6515
1677,216349.0529
1678,385404.9408
1679,259999.804
1680,320700.2184
1681,320700.2184
1682,259248.6792
1683,213859.785
1684,215100.8181
1685,176928.6515
1686,215100.8181
1687,214479.4039
1688,214479.4039
1689,214479.4039
1690,213859.785
1691,213859.785
1692,259248.6792
1693,227317.7203
1694,174387.6908
1695,211399.1582
1696,211399.1582
1697,219284.9596
1698,257752.9332
1699,255763.2822
1700,208966.8428
1701,252585.4557
1702,263788.1979
1703,263788.1979
1704,263026.1287
1705,262266.261
1706,317928.7858
1707,216975.884
1708,216975.884
1709,319773.7335
1710,262266.261
1711,262266.261
1712,263788.1979
1713,215724.0326
1714,236288.3475
1715,213859.785
1716,224419.4997
1717,215724.0326
1718,148569.5143
1719,214479.4039
1720,320498.0085
1721,214479.4039
1722,122204.109
1723,144690.9395
1724,216975.884
1725,209572.2853
1726,187334.3301
1727,169414.7214
1728,210375.0838
1729,180192.3947
1730,179932.2692
1731,131749.5357
1732,132915.3895
1733,128135.5615
1734,129627.0235
1735,143846.5292
1736,136664.1753
1737,287765.5011
1738,254730.8019
1739,214479.4039
1740,178470.9649
1741,178470.9649
1742,174387.6908
1743,211399.1582
1744,308489.5065
1745,200672.0225
1746,240463.0669
1747,209166.5524
1748,170554.6494
1749,138985.3801
1750,159428.2636
1751,213438.1946
1752,135242.7761
1753,130379.252
1754,196648.9134
1755,160353.4293
1756,113078.6193
1757,137078.0518
1758,104183.7318
1759,134334.6423
1760,136269.3602
1761,129252.5383
1762,134462.4873
1763,161591.742
1764,139137.4524
1765,158508.4356
1766,161591.742
1767,176405.7295
1768,135893.4484
1769,195887.4394
1770,172869.1155
1771,129482.2641
1772,129129.6469
1773,106521.8099
1774,126249.3455
1775,164259.1147
1776,124481.5523
1777,126902.9677
1778,139340.7804
1779,114715.4834
1780,196261.2515
1781,128752.04
1782,85943.39053
1783,129371.4845
1784,98604.78779
1785,124236.1568
1786,92263.14391
1787,189190.7763
1788,56511.93354
1789,122451.9394
1790,70594.79026
1791,176285.3203
1792,168592.2826
1793,161955.0468
1794,178799.5961
1795,159732.5005
1796,185779.5503
1797,150901.1057
1798,131766.759
1799,137719.5502
1800,135021.9694
1801,109536.6231
1802,161432.3873
1803,157138.6347
1804,144824.093
1805,162529.4624
1806,150364.6672
1807,148622.4893
1808,123397.5617
1809,103918.91
1810,124719.1005
1811,90418.02548
1812,93106.02977
1813,133554.8644
1814,97099.31843
1815,55262.98004
1816,128127.0018
1817,87667.84219
1818,140501.254
1819,147584.2994
1820,71174.22221
1821,143517.2059
1822,144625.5027
1823,56874.04985
1824,144768.2668
1825,126046.3717
1826,115127.8401
1827,119768.4465
1828,124358.794
1829,115461.4015
1830,131887.9908
1831,185044.7245
1832,92062.73897
1833,141186.6572
1834,146732.8057
1835,134466.423
1836,146453.3288
1837,87422.11075
1838,162121.4208
1839,116842.577
1840,116339.1406
1841,138759.9354
1842,96698.26516
1843,135242.7761
1844,163633.9932
1845,128135.5615
1846,155330.6298
1847,126295.3428
1848,47339.40296
1849,94631.25787
1850,126295.3428
1851,160500.9964
1852,130250.6776
1853,151314.8745
1854,236055.3302
1855,167621.3207
1856,207761.1999
1857,99933.48929
1858,136754.3164
1859,136754.3164
1860,149257.7654
1861,136754.3164
1862,234428.5788
1863,234428.5788
1864,234428.5788
1865,321629.3876
1866,320700.2184
1867,263788.1979
1868,263026.1287
1869,216349.0529
1870,263788.1979
1871,261508.5886
1872,176928.6515
1873,207160.9895
1874,151685.5837
1875,210788.4379
1876,173381.5538
1877,213241.9561
1878,212625.9121
1879,134595.2192
1880,148908.7556
1881,213241.9561
1882,259999.804
1883,213241.9561
1884,212625.9121
1885,257008.2995
1886,259248.6792
1887,210179.482
1888,263026.1287
1889,177955.3724
1890,109012.1501
1891,176928.6515
1892,111060.7351
1893,124121.9321
1894,118630.2861
1895,126295.3428
1896,125442.8482
1897,115575.377
1898,149882.522
1899,152647.3544
1900,186657.787
1901,125080.4509
1902,123170.7588
1903,204422.2012
1904,143910.7282
